Date,Country_JP,Country,Visitors,YoY_Change
2016/03,トルコ,Turkey,1966,7.9
2016/03,英国,UK,28499,5.36
2016/03,米国,USA,114153,19.04
2016/03,ベトナム,Vietnam,34134,19.73
2016/04,アフリカ計,Africa Total,3125,21.74
2016/04,アジア計,Asia Total,1588223,14.68
2016/04,豪州,Australia,29811,20.07
2016/04,オーストリア,Austria,2018,36.35
2016/04,ベルギー,Belgium,2700,29.62
2016/04,ブラジル,Brazil,2873,2.46
2016/04,カナダ,Canada,24092,16.34
2016/04,中国,China,507095,30.97
2016/04,デンマーク,Denmark,1886,20.51
2016/04,ヨーロッパ計,Europe Total,121141,17.99
2016/04,フィンランド,Finland,2139,23.0
2016/04,フランス,France,23250,14.4
2016/04,ドイツ,Germany,16646,16.08
2016/04,香港,Hong Kong,140046,16.1
2016/04,インド,India,13643,20.44
2016/04,インドネシア,Indonesia,21053,11.63
2016/04,アイルランド,Ireland,1390,26.71
2016/04,イスラエル,Israel,2262,33.61
2016/04,イタリア,Italy,9389,19.26
2016/04,マカオ,Macau,6729,31.2
2016/04,マレーシア,Malaysia,36560,41.72
2016/04,メキシコ,Mexico,3408,5.54
2016/04,モンゴル,Mongolia,2004,47.9
2016/04,オランダ,Netherlands,5255,23.1
2016/04,ニュージーランド,New Zealand,4102,1.99
2016/04,北アメリカ計,North America Total,140361,20.13
2016/04,ノルウェー,Norway,1272,22.07
2016/04,オセアニア計,Oceania Total,34181,16.89
2016/04,その他アジア,Other Asia,12162,15.65
2016/04,その他ヨーロッパ,Other Europe,8906,38.49
2016/04,その他北アメリカ,Other North America,881,22.19
2016/04,その他オセアニア,Other Oceania,268,-31.63
2016/04,その他南アメリカ,Other South America,3564,36.03
2016/04,フィリピン,Philippines,36871,32.41
2016/04,ポーランド,Poland,3214,32.05
2016/04,ポルトガル,Portugal,1676,17.28
2016/04,ロシア,Russia,4108,-3.91
2016/04,シンガポール,Singapore,29250,18.94
2016/04,南アメリカ計,South America Total,6437,18.68
2016/04,韓国,South Korea,302088,-4.22
2016/04,スペイン,Spain,6196,11.08
2016/04,無国籍・その他,Stateless/Other,106,68.25
2016/04,スウェーデン,Sweden,3424,0.0
2016/04,スイス,Switzerland,3624,6.53
2016/04,台湾,Taiwan,375475,10.54
2016/04,タイ,Thailand,84919,4.82
2016/04,総数,Total,1893574,15.34
2016/04,トルコ,Turkey,1689,4.45
2016/04,英国,UK,24048,20.95
2016/04,米国,USA,111980,21.47
2016/04,ベトナム,Vietnam,16377,32.94
2016/05,アフリカ計,Africa Total,2685,28.28
2016/05,アジア計,Asia Total,1694543,24.31
2016/05,豪州,Australia,30192,33.03
2016/05,オーストリア,Austria,1214,12.93
2016/05,ベルギー,Belgium,1969,29.54
2016/05,ブラジル,Brazil,2774,28.9
2016/05,カナダ,Canada,18915,13.09
2016/05,中国,China,582452,26.0
2016/05,デンマーク,Denmark,1845,20.59
2016/05,ヨーロッパ計,Europe Total,98532,19.07
2016/05,フィンランド,Finland,2000,7.35
2016/05,フランス,France,16659,23.4
2016/05,ドイツ,Germany,12025,14.12
2016/05,香港,Hong Kong,163103,19.04
2016/05,インド,India,11955,39.21
2016/05,インドネシア,Indonesia,22896,33.75
2016/05,アイルランド,Ireland,1236,21.89
2016/05,イスラエル,Israel,1291,26.69
2016/05,イタリア,Italy,8100,26.37
2016/05,マカオ,Macau,8715,29.69
2016/05,マレーシア,Malaysia,20879,12.71
2016/05,メキシコ,Mexico,3961,18.03
2016/05,モンゴル,Mongolia,1760,9.86
2016/05,オランダ,Netherlands,3652,14.09
2016/05,ニュージーランド,New Zealand,4253,11.34
2016/05,北アメリカ計,North America Total,149214,21.46
2016/05,ノルウェー,Norway,1772,13.74
2016/05,オセアニア計,Oceania Total,34846,29.58
2016/05,その他アジア,Other Asia,10129,25.02
2016/05,その他ヨーロッパ,Other Europe,6861,25.02
2016/05,その他北アメリカ,Other North America,985,48.79
2016/05,その他オセアニア,Other Oceania,401,6.65
2016/05,その他南アメリカ,Other South America,3042,38.21
2016/05,フィリピン,Philippines,27621,48.35
2016/05,ポーランド,Poland,2701,44.75
2016/05,ポルトガル,Portugal,1622,23.07
2016/05,ロシア,Russia,3545,-5.62
2016/05,シンガポール,Singapore,32574,11.68
2016/05,南アメリカ計,South America Total,5816,33.61
2016/05,韓国,South Korea,347365,38.12
2016/05,スペイン,Spain,6061,15.03
2016/05,無国籍・その他,Stateless/Other,86,59.26
2016/05,スウェーデン,Sweden,4412,19.73
2016/05,スイス,Switzerland,2543,9.38
2016/05,台湾,Taiwan,397840,15.23
2016/05,タイ,Thailand,47898,10.39
2016/05,総数,Total,1985722,23.94
2016/05,トルコ,Turkey,1329,1.92
2016/05,英国,UK,20315,20.64
2016/05,米国,USA,125353,22.77
2016/05,ベトナム,Vietnam,16736,28.31
2016/06,アフリカ計,Africa Total,3220,-0.06
2016/06,アジア計,Asia Total,1969084,21.52
2016/06,豪州,Australia,29133,14.71
2016/06,オーストリア,Austria,2059,7.74
2016/06,ベルギー,Belgium,3806,9.78
2016/06,ブラジル,Brazil,3204,-13.34
2016/06,カナダ,Canada,22928,15.99
2016/06,中国,China,731386,26.79
2016/06,デンマーク,Denmark,2959,-13.68
2016/06,ヨーロッパ計,Europe Total,136821,1.94
2016/06,フィンランド,Finland,1764,-31.23
2016/06,フランス,France,26962,20.88
2016/06,ドイツ,Germany,14489,4.65
2016/06,香港,Hong Kong,184630,16.33
2016/06,インド,India,9625,16.05
2016/06,インドネシア,Indonesia,26692,4.56
2016/06,アイルランド,Ireland,1486,-3.69
2016/06,イスラエル,Israel,1634,28.97
2016/06,イタリア,Italy,10867,9.07
2016/06,マカオ,Macau,11105,27.09
2016/06,マレーシア,Malaysia,24960,25.09
2016/06,メキシコ,Mexico,4670,-2.51
2016/06,モンゴル,Mongolia,1551,-3.54
2016/06,オランダ,Netherlands,7516,4.11
2016/06,ニュージーランド,New Zealand,5202,19.75
2016/06,北アメリカ計,North America Total,146151,18.09
2016/06,ノルウェー,Norway,2189,-28.42
2016/06,オセアニア計,Oceania Total,34818,15.82
2016/06,その他アジア,Other Asia,13603,16.82
2016/06,その他ヨーロッパ,Other Europe,7395,-3.31
2016/06,その他北アメリカ,Other North America,917,-8.94
2016/06,その他オセアニア,Other Oceania,483,50.47
2016/06,その他南アメリカ,Other South America,3064,2.58
2016/06,フィリピン,Philippines,20306,24.01
2016/06,ポーランド,Poland,2921,9.73
2016/06,ポルトガル,Portugal,2103,-2.64
2016/06,ロシア,Russia,4700,-6.76
2016/06,シンガポール,Singapore,17960,4.46
2016/06,南アメリカ計,South America Total,6268,-6.22
2016/06,韓国,South Korea,447008,30.02
2016/06,スペイン,Spain,11232,14.11
2016/06,無国籍・その他,Stateless/Other,89,21.92
2016/06,スウェーデン,Sweden,4200,-25.62
2016/06,スイス,Switzerland,5452,-2.17
2016/06,台湾,Taiwan,397002,9.77
2016/06,タイ,Thailand,61253,18.13
2016/06,総数,Total,2296451,19.71
2016/06,トルコ,Turkey,1785,22.85
2016/06,英国,UK,24721,-6.15
2016/06,米国,USA,117636,19.79
2016/06,ベトナム,Vietnam,18584,20.94
2016/07,アフリカ計,Africa Total,3104,-6.73
2016/07,アジア計,Asia Total,1777302,13.2
2016/07,豪州,Australia,19392,8.47
2016/07,オーストリア,Austria,1840,7.85
2016/07,ベルギー,Belgium,2012,5.34
2016/07,ブラジル,Brazil,1987,-4.1
2016/07,カナダ,Canada,21890,23.27
2016/07,中国,China,676966,14.45
2016/07,デンマーク,Denmark,1251,4.69
2016/07,ヨーロッパ計,Europe Total,126122,6.17
2016/07,フィンランド,Finland,1197,0.08
2016/07,フランス,France,23669,11.65
2016/07,ドイツ,Germany,14186,5.83
2016/07,香港,Hong Kong,159340,12.63
2016/07,インド,India,9336,7.56
2016/07,インドネシア,Indonesia,12837,31.3
2016/07,アイルランド,Ireland,1153,-2.62
2016/07,イスラエル,Israel,1211,7.64
2016/07,イタリア,Italy,18385,10.37
2016/07,マカオ,Macau,13116,-1.98
2016/07,マレーシア,Malaysia,15534,26.28
2016/07,メキシコ,Mexico,3064,8.42
2016/07,モンゴル,Mongolia,1656,-9.06
2016/07,オランダ,Netherlands,4347,15.46
2016/07,ニュージーランド,New Zealand,3616,-3.32
2016/07,北アメリカ計,North America Total,114671,16.56
2016/07,ノルウェー,Norway,935,2.63
2016/07,オセアニア計,Oceania Total,23332,6.64
2016/07,その他アジア,Other Asia,12714,13.3
2016/07,その他ヨーロッパ,Other Europe,6204,-7.2
2016/07,その他北アメリカ,Other North America,934,7.85
2016/07,その他オセアニア,Other Oceania,324,23.66
2016/07,その他南アメリカ,Other South America,2634,8.0
2016/07,フィリピン,Philippines,17385,17.51
2016/07,ポーランド,Poland,2290,1.28
2016/07,ポルトガル,Portugal,2341,4.51
2016/07,ロシア,Russia,4312,-10.65
2016/07,シンガポール,Singapore,12069,-4.34
2016/07,南アメリカ計,South America Total,4621,2.44
2016/07,韓国,South Korea,458927,17.38
2016/07,スペイン,Spain,15071,11.47
2016/07,無国籍・その他,Stateless/Other,82,15.49
2016/07,スウェーデン,Sweden,2633,-0.27
2016/07,スイス,Switzerland,2845,-5.92
2016/07,台湾,Taiwan,333242,6.15
2016/07,タイ,Thailand,34660,10.77
2016/07,総数,Total,2049234,12.78
2016/07,トルコ,Turkey,1103,-21.99
2016/07,英国,UK,21451,4.81
2016/07,米国,USA,88783,15.41
2016/07,ベトナム,Vietnam,17206,24.95
2016/08,アフリカ計,Africa Total,3553,16.64
2016/08,アジア計,Asia Total,1618407,18.81
2016/08,豪州,Australia,41134,18.5
2016/08,オーストリア,Austria,1906,18.16
2016/08,ベルギー,Belgium,2727,33.35
2016/08,ブラジル,Brazil,3056,9.34
2016/08,カナダ,Canada,22097,24.82
2016/08,中国,China,522302,6.33
2016/08,デンマーク,Denmark,1717,15.78
2016/08,ヨーロッパ計,Europe Total,118193,14.92
2016/08,フィンランド,Finland,1730,17.05
2016/08,フランス,France,17297,13.23
2016/08,ドイツ,Germany,16857,15.92
2016/08,香港,Hong Kong,130937,13.62
2016/08,インド,India,10097,10.98
2016/08,インドネシア,Indonesia,17831,38.71
2016/08,アイルランド,Ireland,1445,16.44
2016/08,イスラエル,Israel,2842,-13.83
2016/08,イタリア,Italy,9767,16.72
2016/08,マカオ,Macau,5873,2.12
2016/08,マレーシア,Malaysia,25895,21.53
2016/08,メキシコ,Mexico,4180,33.16
2016/08,モンゴル,Mongolia,1922,5.84
2016/08,オランダ,Netherlands,5197,25.59
2016/08,ニュージーランド,New Zealand,5626,6.17
2016/08,北アメリカ計,North America Total,124132,26.71
2016/08,ノルウェー,Norway,1461,11.78
2016/08,オセアニア計,Oceania Total,47074,16.65
2016/08,その他アジア,Other Asia,13919,28.67
2016/08,その他ヨーロッパ,Other Europe,7817,19.13
2016/08,その他北アメリカ,Other North America,1047,23.76
2016/08,その他オセアニア,Other Oceania,314,-8.99
2016/08,その他南アメリカ,Other South America,3738,27.19
2016/08,フィリピン,Philippines,20817,31.4
2016/08,ポーランド,Poland,2906,17.65
2016/08,ポルトガル,Portugal,1699,17.25
2016/08,ロシア,Russia,4485,6.38
2016/08,シンガポール,Singapore,21923,17.14
2016/08,南アメリカ計,South America Total,6794,18.49
2016/08,韓国,South Korea,430614,42.76
2016/08,スペイン,Spain,9191,20.87
2016/08,無国籍・その他,Stateless/Other,93,43.08
2016/08,スウェーデン,Sweden,3684,18.95
2016/08,スイス,Switzerland,3614,10.89
2016/08,台湾,Taiwan,347522,14.73
2016/08,タイ,Thailand,44673,29.92
2016/08,総数,Total,1918246,18.98
2016/08,トルコ,Turkey,1988,13.47
2016/08,英国,UK,24693,8.78
2016/08,米国,USA,96808,26.91
2016/08,ベトナム,Vietnam,19252,23.66
2016/09,アフリカ計,Africa Total,3329,-0.51
2016/09,アジア計,Asia Total,1758625,15.12
2016/09,豪州,Australia,37667,27.16
2016/09,オーストリア,Austria,2402,25.69
2016/09,ベルギー,Belgium,4126,44.01
2016/09,ブラジル,Brazil,5448,63.51
2016/09,カナダ,Canada,29736,35.77
2016/09,中国,China,506162,13.6
2016/09,デンマーク,Denmark,3138,14.82
2016/09,ヨーロッパ計,Europe Total,165441,22.29
2016/09,フィンランド,Finland,2618,23.9
2016/09,フランス,France,30035,25.82
2016/09,ドイツ,Germany,22874,21.41
2016/09,香港,Hong Kong,153971,19.28
2016/09,インド,India,11522,18.55
2016/09,インドネシア,Indonesia,23260,38.84
2016/09,アイルランド,Ireland,1714,26.31
2016/09,イスラエル,Israel,6126,189.24
2016/09,イタリア,Italy,12531,22.95
2016/09,マカオ,Macau,7328,18.04
2016/09,マレーシア,Malaysia,36696,28.81
2016/09,メキシコ,Mexico,4805,44.77
2016/09,モンゴル,Mongolia,1999,12.68
2016/09,オランダ,Netherlands,6790,18.5
2016/09,ニュージーランド,New Zealand,4831,16.78
2016/09,北アメリカ計,North America Total,155176,26.85
2016/09,ノルウェー,Norway,1809,0.06
2016/09,オセアニア計,Oceania Total,42880,25.7
2016/09,その他アジア,Other Asia,16133,18.1
2016/09,その他ヨーロッパ,Other Europe,10326,15.84
2016/09,その他北アメリカ,Other North America,1158,28.1
2016/09,その他オセアニア,Other Oceania,382,7.61
2016/09,その他南アメリカ,Other South America,4901,53.88
2016/09,フィリピン,Philippines,36708,42.92
2016/09,ポーランド,Poland,3171,0.35
2016/09,ポルトガル,Portugal,2271,28.38
2016/09,ロシア,Russia,6464,23.59
2016/09,シンガポール,Singapore,29860,18.47
2016/09,南アメリカ計,South America Total,10349,58.8
2016/09,韓国,South Korea,449555,21.23
2016/09,スペイン,Spain,11012,31.39
2016/09,無国籍・その他,Stateless/Other,104,62.5
2016/09,スウェーデン,Sweden,5920,14.51
2016/09,スイス,Switzerland,6218,23.74
2016/09,台湾,Taiwan,354457,3.16
2016/09,タイ,Thailand,98276,14.27
2016/09,総数,Total,2135904,16.76
2016/09,トルコ,Turkey,1876,23.83
2016/09,英国,UK,32022,22.12
2016/09,米国,USA,119477,24.19
2016/09,ベトナム,Vietnam,24696,15.45
2016/10,アフリカ計,Africa Total,2767,3.21
2016/10,アジア計,Asia Total,1587947,14.18
2016/10,豪州,Australia,33125,12.43
2016/10,オーストリア,Austria,1605,2.56
2016/10,ベルギー,Belgium,2370,16.23
2016/10,ブラジル,Brazil,2847,14.57
2016/10,カナダ,Canada,24039,15.59
2016/10,中国,China,432802,19.25
2016/10,デンマーク,Denmark,1743,1.99
2016/10,ヨーロッパ計,Europe Total,108992,7.17
2016/10,フィンランド,Finland,1803,-19.29
2016/10,フランス,France,17399,6.89
2016/10,ドイツ,Germany,15399,4.59
2016/10,香港,Hong Kong,152346,16.49
2016/10,インド,India,11151,17.29
2016/10,インドネシア,Indonesia,21853,53.93
2016/10,アイルランド,Ireland,1294,10.69
2016/10,イスラエル,Israel,2424,44.98
2016/10,イタリア,Italy,8581,18.97
2016/10,マカオ,Macau,6876,-3.85
2016/10,マレーシア,Malaysia,44428,12.53
2016/10,メキシコ,Mexico,3507,12.58
2016/10,モンゴル,Mongolia,1554,-3.54
2016/10,オランダ,Netherlands,4323,-2.81
2016/10,ニュージーランド,New Zealand,4139,16.85
2016/10,北アメリカ計,North America Total,132165,16.41
2016/10,ノルウェー,Norway,1351,0.15
2016/10,オセアニア計,Oceania Total,37690,13.09
2016/10,その他アジア,Other Asia,13638,12.62
2016/10,その他ヨーロッパ,Other Europe,7227,10.89
2016/10,その他北アメリカ,Other North America,858,-6.23
2016/10,その他オセアニア,Other Oceania,426,31.89
2016/10,その他南アメリカ,Other South America,2901,-1.89
2016/10,フィリピン,Philippines,30004,22.75
2016/10,ポーランド,Poland,2641,28.02
2016/10,ポルトガル,Portugal,1706,7.91
2016/10,ロシア,Russia,4983,-10.91
2016/10,シンガポール,Singapore,43323,13.4
2016/10,南アメリカ計,South America Total,5748,5.62
2016/10,韓国,South Korea,426918,18.64
2016/10,スペイン,Spain,6169,23.04
2016/10,無国籍・その他,Stateless/Other,95,15.85
2016/10,スウェーデン,Sweden,3978,1.04
2016/10,スイス,Switzerland,2931,8.72
2016/10,台湾,Taiwan,300739,1.43
2016/10,タイ,Thailand,80327,5.49
2016/10,総数,Total,1875404,13.83
2016/10,トルコ,Turkey,1438,-9.84
2016/10,英国,UK,23489,8.86
2016/10,米国,USA,103761,16.97
2016/10,ベトナム,Vietnam,18126,24.22
2016/11,アフリカ計,Africa Total,2286,7.53
2016/11,アジア計,Asia Total,1756814,17.08
2016/11,豪州,Australia,51524,4.39
2016/11,オーストリア,Austria,1018,-12.62
2016/11,ベルギー,Belgium,1461,5.87
2016/11,ブラジル,Brazil,3865,39.13
2016/11,カナダ,Canada,24642,12.16
2016/11,中国,China,427462,23.18
2016/11,デンマーク,Denmark,1274,11.56
2016/11,ヨーロッパ計,Europe Total,90597,6.22
2016/11,フィンランド,Finland,1852,-1.07
2016/11,フランス,France,15499,8.73
2016/11,ドイツ,Germany,10713,5.31
2016/11,香港,Hong Kong,189773,20.55
2016/11,インド,India,7512,12.37
2016/11,インドネシア,Indonesia,40894,39.51
2016/11,アイルランド,Ireland,1188,10.41
2016/11,イスラエル,Israel,939,16.5
2016/11,イタリア,Italy,8404,0.02
2016/11,マカオ,Macau,13329,13.53
2016/11,マレーシア,Malaysia,63297,25.93
2016/11,メキシコ,Mexico,3935,24.13
2016/11,モンゴル,Mongolia,1619,-6.69
2016/11,オランダ,Netherlands,3510,5.95
2016/11,ニュージーランド,New Zealand,6192,24.11
2016/11,北アメリカ計,North America Total,134387,16.21
2016/11,ノルウェー,Norway,1074,-14.35
2016/11,オセアニア計,Oceania Total,57985,6.17
2016/11,その他アジア,Other Asia,11121,17.27
2016/11,その他ヨーロッパ,Other Europe,4643,1.33
2016/11,その他北アメリカ,Other North America,774,31.41
2016/11,その他オセアニア,Other Oceania,269,0.37
2016/11,その他南アメリカ,Other South America,4628,-61.72
2016/11,フィリピン,Philippines,41318,26.44
2016/11,ポーランド,Poland,1156,25.79
2016/11,ポルトガル,Portugal,2178,17.6
2016/11,ロシア,Russia,4428,13.16
2016/11,シンガポール,Singapore,75868,13.23
2016/11,南アメリカ計,South America Total,8493,-42.88
2016/11,韓国,South Korea,494376,18.94
2016/11,スペイン,Spain,5749,18.03
2016/11,無国籍・その他,Stateless/Other,86,8.86
2016/11,スウェーデン,Sweden,3206,-5.46
2016/11,スイス,Switzerland,2443,5.35
2016/11,台湾,Taiwan,278736,4.86
2016/11,タイ,Thailand,96405,3.13
2016/11,総数,Total,2050648,15.65
2016/11,トルコ,Turkey,1115,5.49
2016/11,英国,UK,20801,7.17
2016/11,米国,USA,105036,16.82
2016/11,ベトナム,Vietnam,13050,26.16
2017/01,アフリカ計,Africa Total,1841,-10.59
2017/01,アジア計,Asia Total,1804729,7.71
2017/01,豪州,Australia,40690,13.48
2017/01,オーストリア,Austria,1225,-13.79
2017/01,ベルギー,Belgium,1773,15.88
2017/01,ブラジル,Brazil,2038,29.23
2017/01,カナダ,Canada,18774,7.33
2017/01,中国,China,509090,2.04
2017/01,デンマーク,Denmark,1448,-3.01
2017/01,ヨーロッパ計,Europe Total,82158,0.58
2017/01,フィンランド,Finland,1929,1.37
2017/01,フランス,France,13807,-4.79
2017/01,ドイツ,Germany,11777,4.42
2017/01,香港,Hong Kong,140622,-7.39
2017/01,インド,India,7485,4.61
2017/01,インドネシア,Indonesia,17911,49.68
2017/01,アイルランド,Ireland,1073,-6.78
2017/01,イスラエル,Israel,918,17.39
2017/01,イタリア,Italy,5449,1.4
2017/01,マカオ,Macau,6162,-5.42
2017/01,マレーシア,Malaysia,26667,-10.86
2017/01,メキシコ,Mexico,2932,42.33
2017/01,モンゴル,Mongolia,1633,-6.47
2017/01,オランダ,Netherlands,3241,4.75
2017/01,ニュージーランド,New Zealand,4704,21.08
2017/01,北アメリカ計,North America Total,96096,9.56
2017/01,ノルウェー,Norway,1474,12.78
2017/01,オセアニア計,Oceania Total,45683,14.26
2017/01,その他アジア,Other Asia,9812,21.45
2017/01,その他ヨーロッパ,Other Europe,4584,3.27
2017/01,その他北アメリカ,Other North America,803,48.15
2017/01,その他オセアニア,Other Oceania,289,20.92
2017/01,その他南アメリカ,Other South America,3166,17.56
2017/01,フィリピン,Philippines,25795,39.36
2017/01,ポーランド,Poland,1370,-17.67
2017/01,ポルトガル,Portugal,1085,-3.73
2017/01,ロシア,Russia,3829,19.58
2017/01,シンガポール,Singapore,17643,-13.32
2017/01,南アメリカ計,South America Total,5204,21.87
2017/01,韓国,South Korea,600018,22.24
2017/01,スペイン,Spain,3520,16.25
2017/01,無国籍・その他,Stateless/Other,60,-39.39
2017/01,スウェーデン,Sweden,3221,8.67
2017/01,スイス,Switzerland,2309,7.35
2017/01,台湾,Taiwan,342951,-1.73
2017/01,タイ,Thailand,75098,22.48
2017/01,総数,Total,2035771,7.63
2017/01,トルコ,Turkey,924,-14.37
2017/01,英国,UK,19044,-5.05
2017/01,米国,USA,73587,8.83
2017/01,ベトナム,Vietnam,22000,25.01
2017/02,アフリカ計,Africa Total,2987,13.88
2017/02,アジア計,Asia Total,1838801,10.9
2017/02,豪州,Australia,39965,-4.31
2017/02,オーストリア,Austria,1929,-17.0
2017/02,ベルギー,Belgium,2752,-17.97
2017/02,ブラジル,Brazil,4312,44.31
2017/02,カナダ,Canada,29439,10.58
2017/02,中国,China,508979,2.19
2017/02,デンマーク,Denmark,2445,-20.72
2017/02,ヨーロッパ計,Europe Total,143530,-2.97
2017/02,フィンランド,Finland,2835,14.64
2017/02,フランス,France,23656,6.93
2017/02,ドイツ,Germany,22422,6.2
2017/02,香港,Hong Kong,164469,2.18
2017/02,インド,India,11242,15.62
2017/02,インドネシア,Indonesia,36001,34.19
2017/02,アイルランド,Ireland,1624,-6.77
2017/02,イスラエル,Israel,5422,36.47
2017/02,イタリア,Italy,11004,2.97
2017/02,マカオ,Macau,7617,12.44
2017/02,マレーシア,Malaysia,43744,14.44
2017/02,メキシコ,Mexico,5090,14.41
2017/02,モンゴル,Mongolia,2354,20.35
2017/02,オランダ,Netherlands,5429,11.27
2017/02,ニュージーランド,New Zealand,4606,9.8
2017/02,北アメリカ計,North America Total,166602,12.41
2017/02,ノルウェー,Norway,2147,-34.24
2017/02,オセアニア計,Oceania Total,44861,-2.99
2017/02,その他アジア,Other Asia,18282,29.49
2017/02,その他ヨーロッパ,Other Europe,8887,7.77
2017/02,その他北アメリカ,Other North America,1151,24.03
2017/02,その他オセアニア,Other Oceania,290,1.75
2017/02,その他南アメリカ,Other South America,4468,30.07
2017/02,フィリピン,Philippines,34860,-7.1
2017/02,ポーランド,Poland,2831,1.25
2017/02,ポルトガル,Portugal,1766,0.86
2017/02,ロシア,Russia,7105,44.0
2017/02,シンガポール,Singapore,33791,2.51
2017/02,南アメリカ計,South America Total,8780,36.7
2017/02,韓国,South Korea,488349,30.55
2017/02,スペイン,Spain,6255,-28.11
2017/02,無国籍・その他,Stateless/Other,103,13.19
2017/02,スウェーデン,Sweden,5059,-22.55
2017/02,スイス,Switzerland,3994,-22.7
2017/02,台湾,Taiwan,339884,3.5
2017/02,タイ,Thailand,111502,11.85
2017/02,総数,Total,2205664,9.76
2017/02,トルコ,Turkey,1711,7.27
2017/02,英国,UK,31390,-9.66
2017/02,米国,USA,130922,12.66
2017/02,ベトナム,Vietnam,30594,31.81
2017/03,アフリカ計,Africa Total,3057,19.13
2017/03,アジア計,Asia Total,2126452,22.58
2017/03,豪州,Australia,56202,41.72
2017/03,オーストリア,Austria,2392,19.12
2017/03,ベルギー,Belgium,4149,51.48
2017/03,ブラジル,Brazil,4691,18.67
2017/03,カナダ,Canada,34285,48.55
2017/03,中国,China,528781,2.7
2017/03,デンマーク,Denmark,3209,53.54
2017/03,ヨーロッパ計,Europe Total,192269,28.37
2017/03,フィンランド,Finland,2766,17.5
2017/03,フランス,France,37405,10.09
2017/03,ドイツ,Germany,23415,29.74
2017/03,香港,Hong Kong,209394,64.56
2017/03,インド,India,14470,24.92
2017/03,インドネシア,Indonesia,45215,45.06
2017/03,アイルランド,Ireland,2196,55.08
2017/03,イスラエル,Israel,6119,20.43
2017/03,イタリア,Italy,16049,33.55
2017/03,マカオ,Macau,7205,3.28
2017/03,マレーシア,Malaysia,43152,13.44
2017/03,メキシコ,Mexico,7105,123.29
2017/03,モンゴル,Mongolia,1760,-4.3
2017/03,オランダ,Netherlands,7763,10.16
2017/03,ニュージーランド,New Zealand,6579,25.72
2017/03,北アメリカ計,North America Total,183826,29.92
2017/03,ノルウェー,Norway,3211,131.67
2017/03,オセアニア計,Oceania Total,63135,39.79
2017/03,その他アジア,Other Asia,25426,23.81
2017/03,その他ヨーロッパ,Other Europe,11193,13.19
2017/03,その他北アメリカ,Other North America,1346,24.75
2017/03,その他オセアニア,Other Oceania,354,29.67
2017/03,その他南アメリカ,Other South America,5442,40.87
2017/03,フィリピン,Philippines,62022,47.85
2017/03,ポーランド,Poland,4181,-1.51
2017/03,ポルトガル,Portugal,2710,47.28
2017/03,ロシア,Russia,9033,66.63
2017/03,シンガポール,Singapore,35380,15.71
2017/03,南アメリカ計,South America Total,10133,29.64
2017/03,韓国,South Korea,554627,56.82
2017/03,スペイン,Spain,11227,74.82
2017/03,無国籍・その他,Stateless/Other,98,-9.26
2017/03,スウェーデン,Sweden,6901,36.73
2017/03,スイス,Switzerland,7312,37.24
2017/03,台湾,Taiwan,413348,7.6
2017/03,タイ,Thailand,138559,5.78
2017/03,総数,Total,2578970,23.89
2017/03,トルコ,Turkey,2066,5.09
2017/03,英国,UK,37157,30.38
2017/03,米国,USA,141090,23.6
2017/03,ベトナム,Vietnam,38928,14.04
2017/04,アフリカ計,Africa Total,2684,-14.11
2017/04,アジア計,Asia Total,1957787,23.27
2017/04,豪州,Australia,32040,7.48
2017/04,オーストリア,Austria,1818,-9.91
2017/04,ベルギー,Belgium,2802,3.78
2017/04,ブラジル,Brazil,3567,24.16
2017/04,カナダ,Canada,27622,14.65
2017/04,中国,China,517038,1.96
2017/04,デンマーク,Denmark,1787,-5.25
2017/04,ヨーロッパ計,Europe Total,129770,7.12
2017/04,フィンランド,Finland,2401,12.25
2017/04,フランス,France,24951,7.32
2017/04,ドイツ,Germany,17370,4.35
2017/04,香港,Hong Kong,181601,29.67
2017/04,インド,India,15584,14.23
2017/04,インドネシア,Indonesia,24908,18.31
2017/04,アイルランド,Ireland,1558,12.09
2017/04,イスラエル,Israel,2214,-2.12
2017/04,イタリア,Italy,9827,4.67
2017/04,マカオ,Macau,7513,11.65
2017/04,マレーシア,Malaysia,36019,-1.48
2017/04,メキシコ,Mexico,4969,45.8
2017/04,モンゴル,Mongolia,1561,-22.11
2017/04,オランダ,Netherlands,5799,10.35
2017/04,ニュージーランド,New Zealand,5071,23.62
2017/04,北アメリカ計,North America Total,158348,12.81
2017/04,ノルウェー,Norway,1192,-6.29
2017/04,オセアニア計,Oceania Total,37486,9.67
2017/04,その他アジア,Other Asia,13909,14.36
2017/04,その他ヨーロッパ,Other Europe,8374,-5.97
2017/04,その他北アメリカ,Other North America,1085,23.16
2017/04,その他オセアニア,Other Oceania,375,39.93
2017/04,その他南アメリカ,Other South America,5017,40.77
2017/04,フィリピン,Philippines,43994,19.32
2017/04,ポーランド,Poland,2804,-12.76
2017/04,ポルトガル,Portugal,1822,8.71
2017/04,ロシア,Russia,5883,43.21
2017/04,シンガポール,Singapore,34322,17.34
2017/04,南アメリカ計,South America Total,8584,33.35
2017/04,韓国,South Korea,558892,85.01
2017/04,スペイン,Spain,7732,24.79
2017/04,無国籍・その他,Stateless/Other,58,-45.28
2017/04,スウェーデン,Sweden,3746,9.4
2017/04,スイス,Switzerland,4043,11.56
2017/04,台湾,Taiwan,407471,8.52
